index;VFA_geq;TAN_geq;IC_geq;FOS_geq;TAC_geq;FOS_TAC;total_alcalinity;VFA_mmol;TAN_mmol;IC_mmol;pH_initial;conductivity_initial;0_1;0_2;0_3;0_4;0_5;101_0;101_1;101_2;101_3;101_4;101_5;102_0;102_1;102_2;102_3;102_4;102_5;103_0;103_1;103_2;103_3;103_4;103_5;201_pKa_acetatic/acetate;201_pKa_H2CO3/HCO3;201_pKa_HCO3/CO32;201_pKa_fb_vfa_1;201_pKa_fb_vfa_2;201_pKa_fb_nh4_1;201_pKa_fb_nh4_2;202_pKa_acetatic/acetate;202_pKa_NH4/NH3;202_pKa_unknown_pH6;202_pKa_fb_vfa_1;202_pKa_fb_vfa_2;203_pKa_acetatic/acetate;203_pKa_NH4/NH3;203_pKa_unknown_pH6;203_pKa_fb_vfa_1;203_pKa_fb_vfa_2;203_pKa_fb_nh4_1;203_pKa_fb_nh4_2;204_pKa_acetatic/acetate;204_pKa_NH4/NH3;204_pKa_unknown_pH6;204_pKa_fb_vfa_1;204_pKa_fb_vfa_2;204_pKa_fb_nh4_1;204_pKa_fb_nh4_2;301_time;301_acetatic/acetate;301_H2CO3/HCO3;301_HCO3/CO32;301_fb_vfa_1;301_fb_vfa_2;301_fb_nh4_1;301_fb_nh4_2;302_time;302_acetatic/acetate;302_NH4/NH3;303_time;303_acetatic/acetate;303_NH4/NH3;303_unknown_pH6;303_fb_vfa_1;303_fb_vfa_2;303_fb_nh4_1;303_fb_nh4_2;303_lambda_unknown_pH6;304_if_fb;503_RMSE_VFA_pka_th;503_RMSE_pH6_pka_th;503_RMSE_VFA_pH6_pka_th;503_RMSE_TAN_pka_th;503_RMSE_global_pka_th;503_diff_VFA_pka_th;503_diff_pH6_pka_th;503_diff_VFA_pH6_pka_th;503_diff_TAN_pka_th;503_diff_global_pka_th;503_RMSE_VFA_pka_exp;503_RMSE_pH6_pka_exp;503_RMSE_VFA_pH6_pka_exp;503_RMSE_TAN_pka_exp;503_RMSE_global_pka_exp;503_diff_VFA_pka_exp;503_diff_pH6_pka_exp;503_diff_VFA_pH6_pka_exp;503_diff_TAN_pka_exp;503_diff_global_pka_exp;504_distance_pka_VFA;504_distance_pka_TAN;505_VFA_CI;505_TAN_CI
Methavert_20211026_1;0.2341;2.2827;12.6781;3.9155;13.4091;292;14.4046;3.9018;163.0523;253.5634;7.7578;2.4789;2021-10-26_01_SNAC111912_src.csv;SNAC111912;25/10/21;1.65;1.2;True;;;;;Noise:15.0. Treshold: 300. s: [0.0099];True;;;;;Noise:21.647. Treshold: 100. s: [0.0102];True;;;;;Noise:0.0126. Treshold: 100. s: 0.2;;6.39;;9.8;;;;;9.8;6.39;;;;9.91;;10.22;;10.61;;4.8;9.85;6.39;;;;;0 days 00:01:21.139174;0.01488;0.15367;;;;;;;;;0 days 00:05:47.143016;0.00195;0.08188;0.00487;;;;;8.54481;yes_run;0.00134;0.00078;0.00093;0.00136;0.00127;0.0004;0.00027;0.00055;0.00018;0.00025;0.00134;0.00086;0.00099;0.00102;0.00127;0.0004;0.00035;0.00063;-0.00013;0.00025;153;163;;10187
StepNantes_20211027_1;0.4293;1.6078;12.7683;6.0137;8.5122;0.7064;10.0411;7.1554;114.8458;255.3661;7.5476;0.4394;2021-10-27_01_SNAC111902_src.csv;SNAC111902;21/10/21;1.36;1.23;True;;;;;Noise:166.559. Treshold: 300. s: [0.0151];True;;;;;Noise:25.0. Treshold: 100. s: [0.01];False;;;;Calibration lost: very low variations. Please control it;Too many outliers;;;;9.54;5.81;;;;9.54;5.81;;;;;;6.7;;8.59;;4.8;9.54;5.81;;;;;0 days 00:00:56.947173;0.08446;0.18776;;;;;;;;;0 days 00:04:38.385277;0.00427;0.06864;0.01484;;;;;2.23694;yes_run;0.00263;0.00149;0.00148;0.00238;0.00261;0.00053;0.00018;0.00034;-0.00046;0.00064;0.00263;0.00152;0.00148;0.00233;0.00261;0.00053;0.00021;0.00036;-0.00058;0.00064;152;32;;2
StepNantes_20211028_1;522;1.6192;12.0857;4392;8.0571;0.5451;9.1738;8.7;115.6598;241715;7.8092;0.2572;2021-10-28_01_SNAC111902_src.csv;SNAC111902;28/10/21;1.36;1.2;True;;;;;Noise:295.9955. Treshold: 300. s: [0.0286];True;;;;;Noise:20.0. Treshold: 100. s: [0.01];False;;;Shift in pH 3.0-3.6. Derivative value 0.448 higher than 0.05;Calibration lost: strictly positive for pH>8. Please control it;Too many outliers;;;;9.64;5.65;;;;9.64;5.65;;;4.96;;;;;3.54;7.75;4.8;9.64;5.65;;;;;0 days 00:00:38.086106;0.0821;0.17773;;;;;;;;;0 days 00:04:30.448622;0.00531;0.07067;0.01451;;;;;10.78012;yes_run;0.00345;0.0018;0.00201;0.00322;0.00311;0.00106;0.00064;0.00096;-0.00032;0.0008;0.00345;0.00196;0.00203;0.0031;0.00311;0.00106;0.00078;0.00101;-0.00064;0.0008;152;71;;4437
StepNantes_20211029_1;0.5706;1.6238;12.8576;4.1717;8.5717;0.4866;9.6323;9.5103;115.9897;257.1529;7.4063;0.1863;2021-10-29_01_SNAC111902_src.csv;SNAC111902;28/10/21;1.4;1.19;True;;;;;Noise:230.0. Treshold: 300. s: [0.0099];True;;;;;Noise:25.3349. Treshold: 100. s: [0.0115];False;;too many pics in important section(s) of the signal;Shift in pH 5.32-5.38. Derivative value 1.782 higher than 0.1;;Noise:0.0121. Treshold: 100. s: 0.2;;;;9.53;5.64;;;;9.53;5.64;;;4.75;9.3;5.9;9.55;;;;4.8;9.53;5.64;;;;;0 days 00:00:53.924512;0.07575;0.18368;;;;;;;;;0 days 00:04:25.250803;0.00566;0.06904;0.01425;;;;;1;yes_run;0.00309;0.00148;0.00169;0.00231;0.00281;0.0009;0.0005;0.00074;-0.00071;0.0007;0.00309;0.00154;0.00169;0.00229;0.00281;0.00091;0.00055;0.00076;-0.00081;0.0007;157;33;;2062
Methabelair_20211213_1;1.4616;1.9728;;;;;;24.3615;140.9154;;7.7967;1.9932;2021-12-13_01_SNAC121903_src.csv;SNAC121903;01/12/21;1.98;1.25;False;;;;;Noise:347.6716. Treshold: 300. s: [0.001];True;;;;;Noise:25.0. Treshold: 100. s: [0.01];True;;;;;Noise:0.0043. Treshold: 100. s: 0.05;;6.34;;9.97;;;;;;6.34;9.97;;;9.24;;6.09;;;;4.8;9.24;6.34;;;;;;;;;;;;;;;;0 days 00:04:52.705006;0.00984;0.05693;0.02086;;;;;1;yes_run;0.01744;0.00306;0.00269;0.01796;0.01582;0.01104;0.00095;0.0008;0.0117;0.00896;0.01744;0.00306;0.0027;0.01815;0.01582;0.01104;0.00096;0.00079;0.01193;0.00896;152;8;;0.5
Equimeth_20211231_2;0.2822;3.6267;19.3202;17.5831;24.0629;0.7307;28.5332;4.7036;259.0526;386405;8.0856;2.4051;2021-12-31_02_SNAC121906_src.csv;SNAC121906;28/12/21;2.03;1.41;True;;;;;Noise:69.6769. Treshold: 300. s: [0.042];True;;;;;Noise:25.0. Treshold: 100. s: [0.0099];False;;too many pics in important section(s) of the signal;;;Noise:0.0112. Treshold: 100. s: 0.2;;;;9.57;5.84;;;;9.57;5.84;;;;9.22;;9.7;;9.77;;4.8;9.57;5.84;;;;;0 days 00:02:33.474139;0.03983;0.19034;;;;;;;;;0 days 00:05:14.544320;0.00164;0.09049;0.01018;;;;;6.19769;yes_run;0.00206;0.00063;0.00079;0.00235;0.00192;0.00035;0;0.0002;-0.00014;0.00034;0.00206;0.00065;0.00079;0.0023;0.00192;0.00035;0;0.00021;-0.00022;0.00034;152;27;;1687
Equimeth_20220104_1;0.3035;2.8647;16.3453;20.3219;20.4289;0.9947;25.5955;5.0595;204.6278;326.9076;7.9198;2087;2022-01-04_01_SNAC121906_src.csv;SNAC121906;04/01/22;1.89;1.41;True;;;;;Noise:38.4935. Treshold: 300. s: [0.0261];True;;;;;Noise:20.0. Treshold: 100. s: [0.0099];False;;too many pics in important section(s) of the signal;;;Noise:0.0117. Treshold: 100. s: 0.2;;;;9.62;5.89;;;;9.62;5.89;;;4.57;9.33;6.2;;9.74;9.96;;4.8;9.62;5.89;;;;;0 days 00:03:21.712578;0.07089;0.17296;;;;;;;;;0 days 00:04:54.409116;0.00189;0.07654;0.00843;;;;;1;yes_run;0.00138;0.00052;0.0005;0.00129;0.00144;0.00031;0.00008;0.00011;-0.00019;0.00037;0.00138;0.00053;0.00051;0.00109;0.00144;0.00031;0.00009;0.00014;-0.00033;0.00037;154;62;;3875
Equimeth_20220104_2;0;3.6391;18.0059;14.9819;22.6284;662;26.4374;0;259.9424;360.1182;8.0936;2351;2022-01-04_02_SNAC121906_src.csv;SNAC121906;04/01/22;1.93;1.39;True;;;;;Noise:31.1288. Treshold: 300. s: [0.0173];True;;;;;Noise:25.0. Treshold: 100. s: [0.0099];True;;;;;Noise:0.0114. Treshold: 100. s: 0.2;;;;9.66;5.88;;;;9.66;5.88;;;;9.62;;3.23;;4.64;;4.8;9.64;5.88;;;;;0 days 00:02:40.200162;0.02985;0.18658;;;;;;;;;0 days 00:05:11.084730;0;0.09685;0.0103;;;;;3.94674;yes_run;0.00204;0.00102;0.00101;0.0021;0.00194;0.00012;0.00005;0.00034;-0.00021;0.00022;0.00204;0.00105;0.00105;0.00201;0.00194;0.00012;0.00008;0.0004;-0.00053;0.00022;155;96;;6
Equimeth_20220107_1;0.4376;2.7622;29.3073;31.0018;19.5382;1.5867;27.42;7.2943;197.3022;586.1475;7.9293;2.0855;2022-01-07_01_SNAC121906_src.csv;SNAC121906;04/01/22;1.85;1.44;True;;;;;Noise:163.4573. Treshold: 300. s: [0.036];True;;;;;Noise:27.3572. Treshold: 100. s: [0.012];False;;too many pics in important section(s) of the signal;;;Noise:0.0107. Treshold: 100. s: 0.2;;;;9.77;5.85;;;;9.77;5.85;;;4.74;9.36;5.5;;;9.62;9.88;4.8;9.77;5.85;;;;;0 days 00:02:13.449587;0.2;0.31683;;;;;;;;;0 days 00:04:25.563154;0.00273;0.07405;0.00841;;;;;5.7237;yes_run;0.0043;0.00076;0.00074;0.00441;0.00392;0.00061;0.00003;0.00009;-0.00061;0.00057;0.0043;0.00078;0.00074;0.00423;0.00392;0.00061;0.00004;0.00013;-0.00109;0.00057;154;74;;4625
Equimeth_20220107_2;0.1792;3.5919;20.0476;20.1202;24.8644;0.8091;29.9798;2.9881;256.5662;400.9532;8.1427;2.4574;2022-01-07_02_SNAC121906_src.csv;SNAC121906;04/01/22;1.93;1.45;True;;;;;Noise:103.164. Treshold: 300. s: [0.0265];True;;;;;Noise:29.0551. Treshold: 100. s: [0.019];False;;too many pics in important section(s) of the signal;;;Noise:0.0104. Treshold: 100. s: 0.2;;;;9.64;5.78;;;;9.64;5.78;;;;9.33;6.25;;;10.43;2.59;4.8;9.64;5.78;;;;;0 days 00:03:08.113869;0.05286;0.20774;;;;;;;;;0 days 00:05:37.181354;0.00106;0.09131;0.01062;;;;;9.04817;yes_run;0.00278;0.00063;0.00071;0.00306;0.00261;0.0004;0.00012;0.00024;-0.00022;0.00042;0.00278;0.00067;0.00072;0.00287;0.00261;0.0004;0.00015;0.00027;-0.00047;0.00042;153;48;;3
Equimeth_20220111_2;0.2014;2.8733;16061;29.9889;21.5969;1.3885;29.2212;3.3583;205.2394;321.2206;7.9629;2.1311;2022-01-11_02_SNAC121906_src.csv;SNAC121906;11/01/22;1.88;1.47;True;;;;;Noise:65.986. Treshold: 300. s: [0.0389];True;;;;;Noise:34.9909. Treshold: 100. s: [0.032];True;;;;;Noise:0.0113. Treshold: 100. s: 0.2;;;;9.64;5.76;;;;9.64;5.76;;;4.89;9.62;6.24;7.54;;;;4.89;9.63;6;;;;;0 days 00:03:05.507186;0.12769;0.17086;;;;;;;;;0 days 00:04:39.175157;0.00121;0.07406;0.00941;;;;;5.10708;yes_run;0.00168;0.00326;0.00257;0.00127;0.00162;-0.00032;-0.00033;-0.00031;-0.00082;-0.00009;0.00168;0.00328;0.00257;0.00127;0.00162;-0.00032;-0.00041;-0.00031;-0.00083;-0.00009;153;76;;4.75
Equimeth_20220111_3;0.4983;3.4787;15.2488;20.8505;20.0426;1.0403;25.3436;8.3053;248485;304977;8102;2.3123;2022-01-11_03_SNAC121906_src.csv;SNAC121906;11/01/22;1.89;1.44;True;;;;;Noise:53.1597. Treshold: 300. s: [0.0261];True;;;;;Noise:20.0. Treshold: 100. s: [0.0099];False;;too many pics in important section(s) of the signal;;;Noise:0.0105. Treshold: 100. s: 0.2;;;;9.69;5.93;;;;9.69;5.93;;;;9.52;6.36;;;;9.63;4.8;9.69;5.93;;;;;0 days 00:03:26.177508;0.09865;0.16136;;;;;;;;;0 days 00:04:16.811520;0.00303;0.09071;0.00934;;;;;8.0116;yes_run;0.00203;0.00085;0.00079;0.00226;0.00203;0.00024;0.00006;0.0001;0;0.00032;0.00203;0.00084;0.00079;0.00198;0.00203;0.00024;0.00004;0.00016;-0.00042;0.00032;154;117;;7312
Equimeth_20220114_1;0.4205;2.7699;;;;;;7.0095;197.8518;;7.8542;2.1291;2022-01-14_01_SNAC121906_src.csv;SNAC121906;11/01/22;2.05;1.37;False;;;;;Noise:832.3248. Treshold: 300. s: [0.0197];True;;;;;Noise:33.3918. Treshold: 100. s: [0.0149];False;;too many pics in important section(s) of the signal;;;Noise:0.011. Treshold: 100. s: 0.2;;6.07;;9.79;;;;;9.79;6.07;;;5.06;9.29;6;;;10.7;;4.8;9.79;6.07;;;;;;;;;;;;;;;;0 days 00:03:59.300409;0.00248;0.07008;0.0075;;;;;14.17284;yes_run;0.00242;0.00161;0.00128;0.00249;0.00243;0.0002;0.00027;0.00016;0.00002;0.00038;0.00242;0.00157;0.00128;0.00257;0.00243;0.00019;0.00019;0.00018;-0.00032;0.00038;152;117;;7312
Equimeth_20220117_2;0.1874;2.8881;13.7003;22463;19.3613;1.1602;25.0723;3.1238;206.2949;274.0075;7.9814;2.0564;2022-01-17_02_SNAC121906_src.csv;SNAC121906;17/01/22;1.98;1.39;True;;;;;Noise:173.4212. Treshold: 300. s: [0.0248];True;;;;;Noise:32.3316. Treshold: 100. s: [0.0144];True;;;;;Noise:0.0112. Treshold: 100. s: 0.2;;;;9.74;6.02;;;;9.74;6.02;;;;9.95;;6.05;;;;4.8;9.85;6.02;;;;;0 days 00:02:16.996044;0.09642;0.13838;;;;;;;;;0 days 00:04:01.475792;0.00113;0.07493;0.00829;;;;;1.58609;yes_run;0.00268;0.0012;0.00098;0.00291;0.00248;0;0;0.00005;-0.00029;0.0001;0.00268;0.00111;0.00098;0.00301;0.00248;0;-0.0002;0.00009;-0.00083;0.0001;154;181;;11312
Equimeth_20220117_3;0.1163;3.4061;17.9748;18.5242;22.6547;0.8176;27.3643;1.9399;243.2978;359.4979;8.1616;2.2884;2022-01-17_03_SNAC121906_src.csv;SNAC121906;17/01/22;1.91;1.42;True;;;;;Noise:35.8886. Treshold: 300. s: [0.024];True;;;;;Noise:29.8983. Treshold: 100. s: [0.0242];False;;too many pics in important section(s) of the signal;Shift in pH 8.93-8.96. Derivative value 0.204 higher than 0.1;;Noise:0.0111. Treshold: 100. s: 0.2;;;;9.82;5.79;;;;9.82;5.79;;;4.8;9.44;5.94;9.8;;;9.78;4.8;9.82;5.79;;;;;0 days 00:03:14.528155;0.07174;0.18821;;;;;;;;;0 days 00:04:38.997454;0.00071;0.08939;0.01055;;;;;10.58619;yes_run;0.00335;0.00072;0.00096;0.00351;0.00311;0.00057;0.00015;0.00043;0.00006;0.00055;0.00335;0.00093;0.00099;0.00312;0.00311;0.00057;0.00031;0.0005;-0.00081;0.00055;154;154;;9625
Equimeth_20220120_1;0.3102;2.8465;16.1266;25.4575;20.9061;1.2177;27.3783;5.1702;203.3219;322.5321;7.7626;2.1626;2022-01-20_01_SNAC121906_src.csv;SNAC121906;17/01/22;1.95;1.43;True;;;;;Noise:47.9888. Treshold: 300. s: [0.0466];True;;;;;Noise:26.4677. Treshold: 100. s: [0.0164];False;;too many pics in important section(s) of the signal;;;Noise:0.0111. Treshold: 100. s: 0.2;;;;9.63;5.81;;;;9.63;5.81;;;4.47;9.29;5.71;9.97;;;9.88;4.8;9.63;5.81;;;;;0 days 00:03:03.662206;0.11212;0.1654;;;;;;;;;0 days 00:05:12.688650;0.00184;0.07256;0.00785;;;;;1;yes_run;0.00108;0.00069;0.0006;0.00075;0.00106;0.00023;0.00006;0;-0.00019;0.00024;0.00108;0.0007;0.00059;0.00072;0.00106;0.00023;0.00007;0.00001;-0.0002;0.00024;151;0.07;;4375
Equimeth_20220120_2;0.2493;3.3999;18.5216;21.4235;23.9502;0.8945;29.3969;4.1553;242857;370.4321;7.8989;2.2608;2022-01-20_02_SNAC121906_src.csv;SNAC121906;17/01/22;1.98;1.45;True;;;;;Noise:47.2859. Treshold: 300. s: [0.0278];True;;;;;Noise:25.0. Treshold: 100. s: [0.01];False;;too many pics in important section(s) of the signal;;;Noise:0.0111. Treshold: 100. s: 0.2;;;;9.71;5.75;;;;9.71;5.75;;;4.88;9.34;6.04;;;;9.69;4.8;9.71;5.75;;;;;0 days 00:03:23.804310;0.07945;0.18708;;;;;;;;;0 days 00:05:43.672567;0.00144;0.08423;0.01048;;;;;8.97827;yes_run;0.00218;0.00064;0.00068;0.00219;0.00204;0.00051;0.00016;0.00025;-0.00016;0.00048;0.00218;0.00069;0.00069;0.00189;0.00204;0.00051;0.00021;0.00028;-0.00046;0.00048;155;85;;5312
Equimeth_20220125_1;0.3157;3.3299;19.9973;20.0054;23.8652;0.8382;28.9514;5262;237.8509;399.9466;7898;2.1592;2022-01-25_01_SNAC121906_src.csv;SNAC121906;25/01/22;1.71;1.49;True;;;;;Noise:55.1483. Treshold: 300. s: [0.0231];True;;;;;Noise:24.3692. Treshold: 100. s: [0.0119];False;;too many pics in important section(s) of the signal;;;Noise:0.0108. Treshold: 100. s: 0.2;;;;9.82;5.76;;;;9.82;5.76;;;4.79;9.38;6.11;4.36;;;;4.8;9.82;5.76;;;;;0 days 00:03:54.386777;0.06973;0.23388;;;;;;;;;0 days 00:05:34.649210;0.00206;0.09322;0.0111;;;;;14.06099;yes_run;0.00471;0.00078;0.00079;0.00477;0.00432;0.00062;0;0.00008;-0.00048;0.00056;0.00471;0.00083;0.00078;0.00453;0.00432;0.00062;0.00006;0.00012;-0.0012;0.00056;154;97;;6062
Equimeth_20220128_1;0.3709;2.8647;30.4581;21.2277;20.3054;1.0454;25.7023;6.1817;204622;609.1636;7.9445;0.1059;2022-01-28_01_SNAC121906_src.csv;SNAC121906;25/01/22;1.9;1.39;True;;;;;Noise:130.3158. Treshold: 300. s: [0.0251];True;;;;;Noise:26.0518. Treshold: 100. s: [0.0124];True;;;;;Noise:0.0125. Treshold: 100. s: 0.2;;;;9.59;6.04;;;;9.59;6.04;;;;9.49;;6;;;;4.8;9.54;6.04;;;;;0 days 00:00:47.243668;0.2;0.32061;;;;;;;;;0 days 00:03:42.537860;0.00232;0.07693;0.00764;;;;;1937;yes_run;0.00169;0.00184;0.00152;0.00183;0.0016;0.00021;-0.00026;-0.00015;0.00035;0.00029;0.00169;0.00183;0.00152;0.00184;0.0016;0.00021;-0.00032;-0.00015;0.00041;0.00029;152;0.03;;1875
Equimeth_20220204_2;0.1711;3.7022;19.7336;20.3779;23.8732;0.8535;29054;2.8528;264.4455;394.6737;8.0652;2548;2022-02-04_02_SNAC121906_src.csv;SNAC121906;04/02/22;1.98;1.43;True;;;;;Noise:111.6066. Treshold: 300. s: [0.0517];True;;;;;Noise:32.1295. Treshold: 100. s: [0.0132];False;;too many pics in important section(s) of the signal;;;Noise:0.0108. Treshold: 100. s: 0.2;;;;9.72;5.84;;;;9.72;5.84;;;4.72;9.28;5.94;;;8.59;;4.8;9.72;5.84;;;;;0 days 00:02:25.394381;0.04679;0.19933;;;;;;;;;0 days 00:05:51.912836;1;0.09309;0.00984;;;;;15;yes_run;0.00358;0.00097;0.00103;0.00398;0.00334;0.0004;0.00022;0.0004;-0.00026;0.00043;0.00358;0.00106;0.00105;0.00383;0.00334;0.0004;0.00029;0.00044;-0.00079;0.00043;155;87;;5437
Equimeth_20220208_1;0.3236;3016;15.5962;27.6599;21.0278;1.3153;28.06;5.3936;215.4314;311.9254;8.0597;2.0585;2022-02-08_01_SNAC121906_src.csv;SNAC121906;07/02/22;1.98;1.44;True;;;;;Noise:47.9948. Treshold: 300. s: [0.0281];True;;;;;Noise:23.655. Treshold: 100. s: [0.0111];False;;too many pics in important section(s) of the signal;;;Noise:0.0112. Treshold: 100. s: 0.2;;;;9.74;5.85;;;;9.74;5.85;;;4.83;9.39;6.28;;;;9.87;4.8;9.74;5.85;;;;;0 days 00:02:33.926078;0.12701;0.15753;;;;;;;;;0 days 00:05:06.285722;0.00188;0.07534;0.00847;;;;;14.19659;yes_run;0.00156;0.0005;0.00045;0.00143;0.00148;0.00019;-0.00002;-0.00009;-0.00011;0.0002;0.00156;0.00049;0.00043;0.00124;0.00148;0.00019;-0.00004;-0.00007;-0.00042;0.0002;155;117;;7312
Equimeth_20220208_2;0.2748;3.4209;19.0168;18.12;23.0284;0.7868;27.6351;4.5801;244.3566;380336;8.0713;2.2157;2022-02-08_02_SNAC121906_src.csv;SNAC121906;07/02/22;2.02;1.4;True;;;;;Noise:48.5992. Treshold: 300. s: [0.0275];True;;;;;Noise:28.3994. Treshold: 100. s: [0.0111];False;;too many pics in important section(s) of the signal;;;Noise:0.0111. Treshold: 100. s: 0.2;4.56;;;9.69;5.94;;;4.56;9.69;5.94;;;;9.44;;;;9.65;2.69;4.56;9.69;5.94;;;;;0 days 00:03:17.935692;0.0664;0.18828;;;;;;;;;0 days 00:05:24.631971;0.00161;0.08621;0.00946;;;;;7.5309;yes_run;0.00134;0.00103;0.00094;0.00105;0.00142;0.00023;0.00026;0.00037;-0.00003;0.0003;0.00134;0.00099;0.00095;0.00107;0.00142;0.00023;0.00022;0.00041;-0.00012;0.0003;153;131;;8187
Equimeth_20220210_1;0.2307;3.5657;21.5402;16.3214;22.6042;722;26.7537;3.8456;254.6987;430805;8.1138;2.5911;2022-02-10_01_SNAC121906_src.csv;SNAC121906;07/02/22;2.04;1.37;True;;;;;Noise:212.2603. Treshold: 300. s: [0.0151];True;;;;;Noise:20.0. Treshold: 100. s: [0.0099];True;;;;;Noise:0.0102. Treshold: 100. s: 0.2;;;;9.69;6.04;;;;9.69;6.04;;;;9.62;;8.06;;7.82;;4.8;9.65;6.04;;;;;0 days 00:02:39.898100;0.0738;0.21117;;;;;;;;;0 days 00:05:13.044773;0.00136;0.0907;0.00865;;;;;3.2769;yes_run;0.00109;0.0009;0.00083;0.00115;0.00121;-0.00001;0.00005;0.00023;-0.00025;0.00013;0.00109;0.00089;0.00083;0.0011;0.00121;-0.00001;0.00005;0.00024;-0.00033;0.00013;152;53;;3312
Equimeth_20220211_1;338;3.1343;15016;27.5871;21213;1.3004;28.2267;5.6338;223.8832;300.3214;7.9383;2.0233;2022-02-11_01_SNAC121906_src.csv;SNAC121906;07/02/22;2.05;1.42;True;;;;;Noise:89.7462. Treshold: 300. s: [0.0663];True;;;;;Noise:46.1275. Treshold: 100. s: [0.0139];False;;too many pics in important section(s) of the signal;Shift in pH 10.17-10.19. Derivative value 0.218 higher than 0.1;;Noise:0.0114. Treshold: 100. s: 0.2;;;;9.81;10.07;;;;9.81;5.84;10.07;;;9.33;5.83;;;2.52;;4.8;9.81;5.84;;;;;0 days 00:02:28.246692;0.11357;0.14649;;;;;;;;;0 days 00:04:44.000569;0.00192;0.07639;0.0085;;;;;7.02438;yes_run;0.0023;0.00026;0.00035;0.00232;0.00217;0.00032;-0.00001;0.00001;0.0001;0.00035;0.0023;0.00026;0.00036;0.00248;0.00217;0.00032;-0.00002;0.00007;-0.00032;0.00035;152;0.15;;9375
Equimeth_20220211_2;0.3526;3.5069;16.9515;23.9939;22.9124;1.0471;29.0126;5.8771;250.4958;339.0317;8.0782;2.2135;2022-02-11_02_SNAC121906_src.csv;SNAC121906;07/02/22;1.95;1.45;True;;;;;Noise:41.7635. Treshold: 300. s: [0.0205];True;;;;;Noise:25.4789. Treshold: 100. s: [0.0116];False;;too many pics in important section(s) of the signal;;;Noise:0.0107. Treshold: 100. s: 0.2;;;;9.82;5.86;;;;9.82;5.86;;;4.54;9.29;6.03;9.8;;9.74;;4.8;9.82;5.86;;;;;0 days 00:04:11.414430;0.10449;0.17386;;;;;;;;;0 days 00:04:13.908747;0.00206;0.08808;0.0106;;;;;1;yes_run;0.00357;0.00095;0.00094;0.00355;0.00334;0.00051;0.00002;0.00016;-0.00017;0.00054;0.00357;0.00098;0.00095;0.00328;0.00334;0.00051;0.00008;0.00023;-0.00089;0.00054;153;132;;8.25
Mydibel_20220214_2;2.2937;1.6671;4.4506;6.1092;6.7845;0.9004;8.3377;38.2294;119.0843;89013;7.3435;1.5334;2022-02-14_02_SNAC111911_src.csv;SNAC111911;09/02/22;1.99;1.12;True;;;;;Noise:35.0. Treshold: 300. s: [0.01];True;;;;;Noise:20.0. Treshold: 100. s: [0.0099];False;;too many pics in important section(s) of the signal;Shift in pH 5.46-5.69. Derivative value 0.755 higher than 0.1;;Noise:0.0186. Treshold: 100. s: 0.2;;;;9.85;4.45;;;4.45;9.85;;;;4.83;9.22;6.33;5.81;;;;4.45;9.85;5.97;;;;;0 days 00:00:17.724560;0.01928;0.04473;;;;;;;;;0 days 00:01:45.811514;0.01705;0.05312;0.00465;;;;;8.70745;yes_run;0.00168;0.0017;0.0014;0.00171;0.00169;-0.00025;0.00052;0.00052;-0.00006;0.00003;0.00168;0.00161;0.00141;0.0016;0.00169;-0.00025;0.00037;0.00052;0.00001;0.00003;162;69;;4312
Equimeth_20220215_2;0.0894;2.9856;;;;;;1.4902;213.2595;;8.0569;2.2215;2022-02-15_02_SNAC121906_src.csv;SNAC121906;15/02/22;1.88;1.49;False;;;;;Noise:863.7742. Treshold: 300. s: [0.0142];True;;;;;Noise:26.5538. Treshold: 100. s: [0.0162];False;;too many pics in important section(s) of the signal;;;Noise:0.0106. Treshold: 100. s: 0.2;;;;9.72;5.7;;;;9.72;5.7;;;;9.62;6.48;9.07;;8.12;;4.8;9.72;5.7;;;;;;;;;;;;;;;;0 days 00:03:09.471673;0.00053;0.07598;0.00771;;;;;1;yes_run;0.00195;0.00102;0.00087;0.0019;0.0019;0.00026;0.00038;0.00028;-0.00032;0.00028;0.00195;0.00106;0.00087;0.00183;0.0019;0.00026;0.00044;0.00028;-0.00056;0.00028;157;89;;5562
BiogazServices_20220216_9;0.1807;2242;14.1012;4.6623;14.3387;0.3251;15524;3012;160.1466;282.0256;7.7825;1.5731;2022-02-16_09_SNAC04450207_src.csv;SNAC04450207;07/02/22;1.58;1.26;True;;;;;Noise:15.4602. Treshold: 300. s: [0.0097];True;;;;;Noise:31.6977. Treshold: 100. s: [0.0153];True;;;;;Noise:0.0038. Treshold: 100. s: 0.05;;6.31;;9.85;;;;;9.85;6.31;;;4.43;9.62;;5.67;;7.51;;4.43;9.74;6.31;;;;;0 days 00:02:03.374214;0.01417;0.17849;;;;;;;;;0 days 00:07:20.953364;0.0015;0.08011;0.01443;;;;;1.09749;yes_run;0.00342;0.00234;0.00208;0.00399;0.00343;0.00066;0.00113;0.00112;0.00064;0.0008;0.00342;0.00207;0.0021;0.00361;0.00343;0.00066;0.00091;0.00101;0.00105;0.0008;205;0.22;;13.75
