"name","VFA_geq","TAN_geq","IC_geq","FOS_geq","TAC_geq","FOS_TAC","total_alcalinity","VFA_mmol","TAN_mmol","IC_mmol","pH_initial","conductivity_initial","0_1","0_2","0_3","101_0","101_1","101_2","101_3","101_4","101_5","102_0","102_1","102_2","102_3","102_4","102_5","103_0","103_1","103_2","103_3","103_4","103_5","201_pKa_acetatic/acetate","201_pKa_H2CO3/HCO3","201_pKa_HCO3/CO32","201_pKa_fb_vfa_1","201_pKa_fb_vfa_2","201_pKa_fb_nh4_1","201_pKa_fb_nh4_2","202_pKa_acetatic/acetate","202_pKa_NH4/NH3","202_pKa_unknown_pH6","202_pKa_fb_vfa_1","202_pKa_fb_vfa_2","203_pKa_acetatic/acetate","203_pKa_NH4/NH3","203_pKa_unknown_pH6","203_pKa_fb_vfa_1","203_pKa_fb_vfa_2","203_pKa_fb_nh4_1","203_pKa_fb_nh4_2","204_pKa_acetatic/acetate","204_pKa_NH4/NH3","204_pKa_unknown_pH6","204_pKa_fb_vfa_1","204_pKa_fb_vfa_2","204_pKa_fb_nh4_1","204_pKa_fb_nh4_2","301_time","301_acetatic/acetate","301_H2CO3/HCO3","301_HCO3/CO32","301_fb_vfa_1","301_fb_vfa_2","301_fb_nh4_1","301_fb_nh4_2","302_time","302_acetatic/acetate","302_NH4/NH3","303_time","303_acetatic/acetate","303_NH4/NH3","303_unknown_pH6","303_fb_vfa_1","303_fb_vfa_2","303_fb_nh4_1","303_fb_nh4_2","303_lambda_unknown_pH6","304_if_fb","401_1","402_1","501_coef","501_R2","502_RMSE","503_error_VFA","503_error_pH6","503_error_VFA_pH6","503_error_TAN","503_error_global","504_distance_pka_VFA","504_distance_pka_TAN"
"Methavert_20210930_1",1.19641804088598,2.24754128761674,10.7339210565718,4.72338349954528,12.3670258114882,0.381933665502466,13.567886023237,19.9403006814331,160.538663401196,214.678421131435,7.7221,2.2506912,"SNAC111912","21/09/21",1.94,"True",,,,,"Noise:36.8625. Treshold: 300. s: [0.0373]","True",,,,,"Noise:36.4777. Treshold: 100. s: [0.0203]","True",,,,,"Noise:0.0109. Treshold: 100. s: 0.2",,6.3,,,,,,4.69,9.76,,,,,9.53,,5.83,,,,4.69,9.76,6.04,,,,,"0 days 00:01:54.857067",0.00706,0.11065,,,,,,,,,"0 days 00:05:32.889609",0.00868,0.06995,0.00286,,,,,15,"yes_run",,,,,0.00513,0.00033,0.00096,0.0007,0.00359,0.00278,0.155,0.143
"Gatinais_20210930_1",1.66635572334266,,16.5766747152786,12.0342206659656,19.4590761788943,0.618437409635003,22.5186238058347,27.7725953890444,,331.533494305573,8.0561,0.35227812,"SNAC121901","28/09/21",1.93,"True",,,,,"Noise:17.7737. Treshold: 300. s: [0.0274]","True",,,,,"Noise:25.6045. Treshold: 100. s: [0.0193]","False",,"too many pics in important section(s) of the signal",,,"Noise:0.0039. Treshold: 100. s: 0.05",,,,6.02,,,,,,6.21,10.2,,4.85,9.46,6.2,,,10.1,,4.8,9.37,6.21,10.2,,,,"0 days 00:03:24.667175",0.0559,0.17177,,,,,,,,,"0 days 00:07:23.035270",0.01062,,0.02352,0.08899,,,,6.6075,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00367,0.00066,0.00189,0.00157,0.00164,0.00578,0.517,0.963
"Methavert_20210930_2",0.085202557086793,,11.0259751871621,3.28456975305347,12.1926972786623,0.269388280376779,13.0277573853708,1.42004261811322,,220.519503743242,7.8449,2.35744832,"SNAC111912","21/09/21",1.84,"True",,,,,"Noise:25.8437. Treshold: 300. s: [0.024]","True",,,,,"Noise:33.0808. Treshold: 100. s: [0.0223]","False",,,"Shift in pH 5.8-6.2. Derivative value 0.45 higher than 0.05",,"Noise:0.0137. Treshold: 100. s: 0.2",,6.46,,6.01,,,,,,6.35,9.71,,,9.56,,5.89,,7.21,,4.8,9.3,6.35,9.71,,,,"0 days 00:01:49.087104",0.02602,0.11984,,,,,,,,,"0 days 00:08:02.940052",0.00065,,0.00238,0.06777,,,,6.71775,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.01802,0.00048,0.0007,0.00061,0.0015,0.00132,0.153,0.478
"Methavert_20211001_1",2.2052036464619,,11.8328950253056,6.14953308377196,13.2895484648719,0.462734539102434,14.8529890793902,36.7533941076983,,236.657900506112,7.6479,2.62733168,"SNAC111912","21/09/21",1.9,"True",,,,,"Noise:20.0. Treshold: 300. s: [0.0099]","True",,,,,"Noise:40.0386. Treshold: 100. s: [0.0061]","True",,,,,"Noise:0.0108. Treshold: 100. s: 0.2",,6.23,,,,,,4.68,,6.5,9.93,,,9.73,6.31,7.4,4.27,,,4.68,9.38,6.5,9.93,,,,"0 days 00:01:41.723841",0.00356,0.12455,,,,,,,,,"0 days 00:08:07.478053",0.016,,0.00325,0.0801,,,,8.52184,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.01103,0.00069,0.00057,0.00064,0.00298,0.00277,0.153,0.697
"Methavert_20211001_2",0.35364032300871,1.84161821023716,11.2482774024135,3.42287215487681,12.3604980146435,0.276920246321931,13.2307197489342,5.89400538347849,131.544157874083,224.96554804827,7.9629,2.58266992,"SNAC111912","21/09/21",1.81,"True",,,,,"Noise:30.0001. Treshold: 300. s: [0.01]","True",,,,,"Noise:34.2217. Treshold: 100. s: [0.0262]","False",,"too many pics in important section(s) of the signal",,,"Noise:0.013. Treshold: 100. s: 0.2",,6.45,,6.02,,,,,9.12,6.17,9.8,,4.62,,,9.36,,9.8,,4.8,9.12,6.17,,,,,"0 days 00:01:55.298267",0.01223,0.12429,,,,,,,,,"0 days 00:05:41.797458",0.00274,0.06116,0.00308,,,,,1,"yes_run",,"fb_nh4 close to pka_nh4 has been found. We decide to do not take into account the fb",,,0.00818,0.00038,0.00046,0.00043,0.01688,0.01311,0.154,0.117
"Methavert_20211001_3",1.4349229631976,1.58214061559037,,,,,,23.9153827199599,113.010043970741,,7.624,2.73191488,"SNAC111912","21/09/21",1.88,"False",,,,,"Too many outliers","True",,,,,"Noise:44.3498. Treshold: 100. s: [0.0442]","True",,,,,"Noise:0.0033. Treshold: 100. s: 0.05",4.87,6.34,,7.1,,,,4.59,9.56,6.49,,,5.12,9.47,,3.85,,4.93,,4.59,9.56,6.49,,,,,,,,,,,,,,,,"0 days 00:06:40.169572",0.01086,0.05133,0.00169,,,,,6.91528,"yes_run",,,,,0.00423,0.00031,0.00061,0.00046,0.00151,0.00144,0.153,0.134
"Methavert_20211002_1",2.2367079056403,2.33611824192488,10.9944263544013,6.30914881138206,12.7984666428507,0.492961304462702,14.4024875271004,37.278465094005,166.86558870892,219.888527088027,7.6369,2.46793264,"SNAC111912","21/09/21",1.91,"True",,,,,"Noise:20.0. Treshold: 300. s: [0.01]","True",,,,,"Noise:35.0. Treshold: 100. s: [0.0099]","True",,,,,"Noise:0.0125. Treshold: 100. s: 0.2",4.64,6.18,,,,,,4.56,9.43,,9.91,,4.55,9.39,,9.74,,10.16,,4.56,9.43,6.02,,,,,"0 days 00:02:08.146831",0.00466,0.11512,,,,,,,,,"0 days 00:04:57.308577",0.01629,0.07295,0.00345,,,,,15,"yes_run",,"fb_nh4 close to pka_nh4 has been found. We decide to do not take into account the fb",,,0.00653,0.00043,0.00107,0.00077,0.00979,0.00744,0.15,0.129
"Methavert_20211002_2",0.209976131614022,,10.7272076157409,3.52652609248551,11.8974554261482,0.296410111756746,12.7940298564412,3.49960219356704,,214.544152314818,7.9156,2.81333344,"SNAC111912","21/09/21",1.73,"True",,,,,"Noise:24.9652. Treshold: 300. s: [0.0336]","True",,,,,"Noise:42.9755. Treshold: 100. s: [0.0267]","False",,,"Shift in pH 10.5-10.7. Derivative value 0.097 higher than 0.05",,"Noise:0.0046. Treshold: 100. s: 0.05",,6.09,,,,,,,,6.28,9.68,,4.71,9.5,,10.66,,10.21,,4.8,9.26,6.28,9.68,,,,"0 days 00:01:34.423415",0,0.12401,,,,,,,,,"0 days 00:29:06.088907",0.00169,,0.00194,0.06627,,,,7.09718,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00377,0.00024,0.00039,0.00033,0.00211,0.00168,0.151,0.444
"Methavert_20211003_1",2.31328529803805,2.11686982805608,10.2534222653993,6.31824747708559,11.7911202154568,0.535847939944084,13.3974543198006,38.5547549673008,151.204987718291,205.068445307985,7.5927,2.6781864,"SNAC111912","21/09/21",1.72,"True",,,,,"Noise:39.1809. Treshold: 300. s: [0.0401]","True",,,,,"Noise:35.0. Treshold: 100. s: [0.0099]","True",,,,,"Noise:0.0123. Treshold: 100. s: 0.2",,6.23,,,,,,4.59,9.36,6.06,9.88,,4.76,9.5,5.58,2.79,7.27,,,4.59,9.36,6.06,,,,,"0 days 00:02:18.371637",0.01073,0.11922,,,,,,,,,"0 days 00:05:28.885307",0.0186,0.07294,0.00244,,,,,5.84901,"yes_run",,"fb_nh4 close to pka_nh4 has been found. We decide to do not take into account the fb",,,0.01305,0.00055,0.00068,0.00061,0.01168,0.00876,0.15,0.122
"Methavert_20211003_2",,,12.3424311753189,4.54444049333123,13.5407239534748,0.335612815750892,14.6960901805929,,,246.848623506379,7.8765,2.46797968,"SNAC111912","21/09/21",1.85,"True",,,,,"Noise:21.6764. Treshold: 300. s: [0.0293]","False",,"too many pics in important section(s) of the signal",,,"Noise:86.294. Treshold: 100. s: [0.036]","False",,"too many pics in important section(s) of the signal","Shift in pH 4.6-4.8. Derivative value 0.096 higher than 0.05",,"Too many outliers",,6.31,,,,,,,9.22,,10.18,8.34,4.83,,,,,8.83,5.16,,,,,,,,"0 days 00:02:07.122680",0,0.13343,,,,,,,,,,,,,,,,,,"no_run",,,,,0.0104,,,,,,0.155,
"Methavert_20211004_1",2.63951215938351,,8.66707098442025,6.50349132497152,10.6452211859024,0.610930596123653,12.2986511837766,43.9918693230586,,173.341419688405,7.6053,0.59924228,"SNAC111912","21/09/21",1.91,"True",,,,,"Noise:19.7736. Treshold: 300. s: [0.0142]","True",,,,,"Noise:36.3597. Treshold: 100. s: [0.0157]","True",,,,,"Noise:0.0126. Treshold: 100. s: 0.2",,6.18,,,,,,4.52,,,9.87,,,9.46,,2.83,5.37,,,4.52,9.37,6.03,9.87,,,,"0 days 00:02:00.734578",0.01303,0.09075,,,,,,,,,"0 days 00:06:14.815310",0.01963,,0.0033,0.06712,,,,7.83817,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00988,0.00107,0.00097,0.00103,0.00257,0.00224,0.151,0.633
"Methavert_20211004_2",0.867230806550787,2.28292353851739,11.0259509559454,4.52865955693111,12.187341342071,0.371587159973772,13.3386954667145,14.4538467758465,163.065967036956,220.519019118908,8.045,2.46985552,"SNAC111912","21/09/21",1.57,"True",,,,,"Noise:20.0. Treshold: 300. s: [0.01]","True",,,,,"Noise:46.6627. Treshold: 100. s: [0.0132]","True",,,,,"Noise:0.0041. Treshold: 100. s: 0.05",,6.22,,,,,,4.73,9.56,6.44,,,4.73,9.71,,7.38,,6.84,,4.73,9.56,6.44,,,,,"0 days 00:02:07.926654",0,0.14045,,,,,,,,,"0 days 00:06:49.869672",0.00757,0.08544,0.00344,,,,,4.28796,"yes_run",,,,,0.00341,0.00043,0.00072,0.0006,0.00653,0.00512,0.151,0.126
"Methavert_20211005_1",,,10.105750507946,7.65015755642666,11.6504621627161,0.656639835362821,13.595417473672,,,202.11501015892,7.5705,2.4435424,"SNAC111912","21/09/21",1.72,"True",,,,,"Noise:38.6965. Treshold: 300. s: [0.09]","False",,"too many pics in important section(s) of the signal",,,"Noise:771.4924. Treshold: 100. s: [0.0001]","True",,,,,"Noise:0.007. Treshold: 100. s: 0.2",4.74,6.24,,,,,,4.8,9.38,5.97,9.71,,4.41,,,10.62,,9.79,,,,,,,,,"0 days 00:02:30.877646",0.02005,0.1175,,,,,,,,,,,,,,,,,,"no_run",,,,,0.00524,,,,,,0.156,
"Gatinais_20211005_1",0.880341165256275,,15.5478285066316,10.9538428911668,19.3711947255267,0.565470692250705,22.1560700368403,14.6723527542713,,310.956570132632,7.8944,2.05068768,"SNAC121901","05/10/21",1.75,"True",,,,,"Noise:20.358. Treshold: 300. s: [0.0272]","True",,,,,"Noise:25.0. Treshold: 100. s: [0.0099]","True",,,,,"Noise:0.0041. Treshold: 100. s: 0.05",,,,5.91,,,,,,5.86,10.08,,,,5.9,,,10.03,7.01,4.8,9.34,5.86,10.08,,,,"0 days 00:03:34.264374",0.06982,0.17768,,,,,,,,,"0 days 00:11:11.392205",0.00623,,0.025,0.08796,,,,8.94774,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00471,0.00096,0.0028,0.00233,0.00228,0.00317,0.258,0.843
"Methavert_20211005_2",2.04610356091424,,10.828018427095,5.05133138856739,12.0301145079105,0.419890549274974,13.3143513016141,34.1017260152373,,216.560368541899,7.762,2.6602752,"SNAC111912","21/09/21",1.67,"True",,,,,"Noise:55.9001. Treshold: 300. s: [0.0446]","True",,,,,"Noise:60.992. Treshold: 100. s: [0.0298]","True",,,,,"Noise:0.0123. Treshold: 100. s: 0.2",5.06,6.4,,,,,,5.16,,,9.86,8.59,,,,10.07,,9.72,,5.16,9.31,5.96,9.86,8.59,,,"0 days 00:01:47.875354",0.01561,0.12967,,,,,,,,,"0 days 00:10:04.589165",0.01689,,0,0.06278,0.00655,,,4.48041,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00941,0.00315,0.00077,0.00245,0.00157,0.0027,0.155,0.626
"Methavert_20211006_2",1.36542187731156,,11.2066709517964,5.33378503350621,12.7572838634098,0.418097229050808,14.1133309058266,22.7570312885259,,224.133419035927,7.6477,2.0926016,"SNAC111912","06/10/21",1.86,"True",,,,,"Noise:46.3931. Treshold: 300. s: [0.0177]","True",,,,,"Noise:20.0. Treshold: 100. s: [0.01]","True",,,,,"Noise:0.0117. Treshold: 100. s: 0.2",,6.33,,4.5,,,,4.48,,,9.91,,,9.32,5.91,8.6,4.27,,,4.48,9.38,6.04,9.91,,,,"0 days 00:02:16.043746",0.01423,0.1205,,,,,,,,,"0 days 00:07:26.227235",0.01016,,0.00351,0.07004,,,,10.60615,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00672,0.00086,0.00087,0.00087,0.00226,0.00222,0.154,0.677
"Methavert_20211006_4",3.27953368992486,,9.08642813434337,7.95413078979861,11.6506040513112,0.682722608610446,13.6728406927854,54.658894832081,,181.728562686867,7.8629,2.71999776,"SNAC111912","06/10/21",1.62,"True",,,,,"Noise:65.5716. Treshold: 300. s: [0.0545]","True",,,,,"Noise:34.0231. Treshold: 100. s: [0.0324]","False",,,"Shift in pH 10.4-10.4. Derivative value 0.081 higher than 0.05",,"Noise:0.0084. Treshold: 100. s: 0.2",4.84,6.28,,,,,,4.67,,,9.94,,,,,10.41,,9.89,,4.67,9.35,6.01,9.94,,,,"0 days 00:02:39.951894",0.01985,0.11217,,,,,,,,,"0 days 00:09:15.509441",0.02719,,0.0021,0.06792,,,,7.2596,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.0073,0.00056,0.00114,0.00083,0.0036,0.00277,0.151,0.703
"Methavert_20211007_2",3.33519690194206,,7.95420480025537,7.42444611582882,10.4884889581236,0.70786613262136,12.3760600045208,55.5866150323677,,159.084096005107,7.6978,2.63980496,"SNAC111912","07/10/21",1.78,"True",,,,,"Noise:26.6361. Treshold: 300. s: [0.0165]","True",,,,,"Noise:25.0. Treshold: 100. s: [0.0099]","False",,"Probable lost of calibration. Too few pics in the signal",,,"Noise:0.0097. Treshold: 100. s: 0.2",,6.24,,,,,,4.62,,,10.06,,4.91,,,,,,,4.62,9.43,6.09,10.06,,,,"0 days 00:02:32.171183",0.02339,0.08937,,,,,,,,,"0 days 00:06:54.208875",0.02622,,0.00398,0.06846,,,,2.94574,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.0083,0.00032,0.00099,0.00066,0.00171,0.00175,0.154,0.828
"Methavert_20211007_4",1.99994795695578,1.91519776711016,10.0329733300813,5.8388875490513,12.198051330671,0.478673797212994,13.6825142668705,33.3324659492631,136.799840507869,200.659466601626,7.8458,2.17644672,"SNAC111912","07/10/21",1.87,"True",,,,,"Noise:25.0. Treshold: 300. s: [0.0099]","True",,,,,"Noise:55.502. Treshold: 100. s: [0.0742]","False",,"Probable lost of calibration. Too few pics in the signal",,,"Noise:0.0053. Treshold: 100. s: 0.05",,6.42,,,,,,5.03,9.38,,10,,4.51,,,,,10,,5.03,9.38,5.94,,,,,"0 days 00:02:00.964559",0.01843,0.1073,,,,,,,,,"0 days 00:04:58.534563",0.01487,0.06103,0,,,,,14.85331,"yes_run",,"fb_nh4 close to pka_nh4 has been found. We decide to do not take into account the fb",,,0.00399,0.00064,0.0004,0.00055,0.01198,0.00894,0.151,0.059
"Methavert_20211008_1",3.65412097099881,,8.98977684472944,8.31161651029824,11.6898925034136,0.711008805929663,13.8030153450149,60.9020161833135,,179.795536894589,7.6642,2.52135696,"SNAC111912","07/10/21",1.63,"True",,,,,"Noise:41.1687. Treshold: 300. s: [0.0119]","True",,,,,"Noise:28.8917. Treshold: 100. s: [0.0182]","True",,,,,"Noise:0.0109. Treshold: 100. s: 0.2",4.57,6.38,,6.04,,,,4.5,,,10.02,,,,,,,6.79,9.75,4.5,9.33,5.99,10.02,,,,"0 days 00:02:37.101893",0.02836,0.1103,,,,,,,,,"0 days 00:08:04.400877",0.03032,,0.00751,0.07811,,,,7.19822,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.01156,0.00198,0.00229,0.00211,0.00201,0.00226,0.152,0.788
"Gatinais_20211008_1",1.45060881431434,,14.9076577439175,12.5274025163715,18.4870800582899,0.677630132875094,21.6720129014352,24.1768135719057,,298.15315487835,7.8657,1.82343264,"SNAC121901","05/10/21",1.93,"True",,,,,"Noise:22.5726. Treshold: 300. s: [0.0305]","True",,,,,"Noise:26.6325. Treshold: 100. s: [0.017]","False",,"too many pics in important section(s) of the signal",,,"Noise:0.0043. Treshold: 100. s: 0.05",,,,5.89,,,,,,5.99,10.1,,4.68,9.23,5.89,,9.79,10.11,,4.8,9.4,5.99,10.1,,,,"0 days 00:02:22.583588",0.08265,0.15448,,,,,,,,,"0 days 00:11:37.840385",0.00951,,0.02233,0.09145,,,,1.44923,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.0043,0.00049,0.00104,0.00087,0.0018,0.00268,0.15,0.862
"Methavert_20211008_2",,,9.11389292863158,7.8369335347489,11.7326245335458,0.667960822605518,13.7250652627192,,,182.277858572632,7.8278,2.50023424,"SNAC111912","07/10/21",1.71,"True",,,,,"Noise:45.5841. Treshold: 300. s: [0.0329]","False",,"too many pics in important section(s) of the signal",,,"Noise:67.3926. Treshold: 100. s: [0.0137]","False",,"too many pics in important section(s) of the signal",,,"Noise:0.0015. Treshold: 100. s: 0.005",,6.3,,,,,,,9.56,,,10.04,,9.58,,,,10.09,8.07,,,,,,,,"0 days 00:02:02.236299",0.02701,0.10659,,,,,,,,,,,,,,,,,,"no_run",,,,,0.00157,,,,,,0.151,
"Methavert_20211009_1",2.84728811476613,,8.59840155605597,5.96373833963499,10.2068653669233,0.584286960319991,11.7230700295424,47.4548019127689,,171.968031121119,7.5494,2.41803744,"SNAC111912","07/10/21",1.7,"True",,,,,"Noise:31.461. Treshold: 300. s: [0.0508]","True",,,,,"Noise:34.4422. Treshold: 100. s: [0.0166]","False",,"too many pics in important section(s) of the signal","Shift in pH 3.9-4.1. Derivative value 0.064 higher than 0.05",,"Noise:0.0102. Treshold: 100. s: 0.2",,6.15,,,,,,,,6.25,10.06,,4.74,9.14,,4.05,,4.4,,4.8,9.39,6.25,10.06,,,,"0 days 00:01:33.860053",0.00941,0.10115,,,,,,,,,"0 days 00:09:14.387155",0.02348,,0.01938,0.0971,,,,5.7351,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00792,0.0021,0.00401,0.0033,0.00315,0.00307,0.154,0.82
"Methavert_20211009_2",2.29337373365823,,8.01757697080864,8.31021597183472,10.9558376905915,0.758519449313425,13.0686044630918,38.2228955609705,,160.351539416173,7.7471,2.4719192,"SNAC111912","07/10/21",1.75,"True",,,,,"Noise:50.4128. Treshold: 300. s: [0.0225]","True",,,,,"Noise:50.2751. Treshold: 100. s: [0.0293]","True",,,,,"Noise:0.0047. Treshold: 100. s: 0.05",,6.18,,4.47,,,,,,5.92,10.04,4.25,,,,5.24,,9.84,,4.8,9.32,5.92,10.04,4.25,,,"0 days 00:01:33.255753",0.0213,0.09162,,,,,,,,,"0 days 00:14:08.125355",0.01812,,0.0182,0.07936,0.01534,,,7.9986,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.003,0.00158,0.00214,0.00188,0.00215,0.00231,0.15,0.805
"Methavert_20211010_1",2.46718508453547,1.415114516948,8.03209732504291,6.627238143156,10.7012026885505,0.619298441122571,12.3860937418953,41.1197514089246,101.079608353429,160.641946500858,7.5206,2.38752896,"SNAC111912","07/10/21",1.77,"True",,,,,"Noise:36.6833. Treshold: 300. s: [0.071]","True",,,,,"Noise:41.8353. Treshold: 100. s: [0.0175]","False",,,"Shift in pH 3.7-4.1. Derivative value 0.08 higher than 0.05",,"Noise:0.0126. Treshold: 100. s: 0.2",,6.47,,,,,,,9.18,,10.5,4.27,,9.06,,3.78,10.2,,,4.8,9.18,6.07,,4.27,,,"0 days 00:01:37.433352",0.02972,0.09075,,,,,,,,,"0 days 00:05:48.316224",0.01951,0.04796,0.0022,0,,,,3.34936,"yes_run",,"fb_nh4 close to pka_nh4 has been found. We decide to do not take into account the fb",,,0.0127,0.00294,0.00073,0.0023,0.00587,0.00597,0.151,0.177
"Methavert_20211010_2",4.11773991769742,,8.96678099698782,8.94489307256164,11.4702500425247,0.779834183160734,13.7443753999556,68.6289986282903,,179.335619939756,7.7824,2.4991568,"SNAC111912","07/10/21",1.72,"True",,,,,"Noise:59.3368. Treshold: 300. s: [0.0335]","True",,,,,"Noise:30.9894. Treshold: 100. s: [0.0127]","True",,,,,"Noise:0.0097. Treshold: 100. s: 0.2",4.82,6.38,,,,,,4.69,,,9.92,,,,,4.24,,9.98,,4.69,9.3,5.95,9.92,,,,"0 days 00:02:05.915098",0.03424,0.10426,,,,,,,,,"0 days 00:07:59.630119",0.0326,,0.00245,0.07245,,,,1.59698,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00614,0.00072,0.00106,0.00086,0.00092,0.00126,0.151,0.686
"Methavert_20211011_1",3.87476321603511,,9.12649609832879,7.73700802121663,11.3961755973073,0.678912671637379,13.3632115349048,64.5793869339185,,182.529921966576,7.5167,2.35257152,"SNAC111912","07/10/21",1.67,"True",,,,,"Noise:26.8017. Treshold: 300. s: [0.0407]","True",,,,,"Noise:43.8136. Treshold: 100. s: [0.0114]","False",,,"Shift in pH 10.3-10.4. Derivative value 0.058 higher than 0.05",,"Noise:0.0114. Treshold: 100. s: 0.2",,6.25,,,,,,4.5,,,10.05,,4.42,,,10.37,,9.92,,4.5,9.43,6.09,10.05,,,,"0 days 00:02:17.304472",0.0251,0.10929,,,,,,,,,"0 days 00:07:22.183273",0.03183,,0.00692,0.08431,,,,6.62163,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00947,0.00133,0.00218,0.00172,0.00284,0.00277,0.154,0.815
"Methavert_20211011_2",4.41032020591644,,9.12064048965117,9.30516021907347,11.9260810533931,0.780236204786321,14.2917997531575,73.505336765274,,182.412809793023,7.7594,2.55210288,"SNAC111912","07/10/21",1.63,"True",,,,,"Noise:35.0. Treshold: 300. s: [0.01]","True",,,,,"Noise:35.3264. Treshold: 100. s: [0.0177]","False",,"Probable lost of calibration. Too few pics in the signal",,,"Noise:0.0042. Treshold: 100. s: 0.05",4.69,6.49,,,,,,4.76,,,10.01,,,,,4.27,,10,,4.76,9.32,5.97,10.01,,,,"0 days 00:02:35.660532",0.04106,0.1119,,,,,,,,,"0 days 00:08:51.473597",0.03619,,0.00192,0.07849,,,,15,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00246,0.00079,0.00179,0.00126,0.00157,0.00166,0.154,0.77
"Methavert_20211012_1",3.98284716976009,,9.66801606569725,7.71475838088188,11.8635176283207,0.650292655398021,13.8248968776974,66.3807861626682,,193.360321313945,7.7084,2.54136976,"SNAC111912","07/10/21",1.57,"True",,,,,"Noise:30.8709. Treshold: 300. s: [0.0607]","True",,,,,"Noise:34.3044. Treshold: 100. s: [0.0137]","False",,"Probable lost of calibration. Too few pics in the signal",,,"Noise:0.0043. Treshold: 100. s: 0.05",,6.4,,,,,,4.75,,6.4,10.09,,,,,4.35,,10.11,,4.75,9.44,6.4,10.09,,,,"0 days 00:02:14.744578",0.03506,0.12315,,,,,,,,,"0 days 02:22:17.128409",0.03408,,0.00535,0.08474,,,,1,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00311,0.00055,0.00104,0.00078,0.00139,0.00188,0.15,0.857
"Methavert_20211012_2",4.04104868459381,,9.98755404127151,10.8092912893225,11.8539919227779,0.911869297679545,14.6021168268429,67.3508114098968,,199.75108082543,7.8368,2.39208848,"SNAC111912","07/10/21",1.72,"True",,,,,"Noise:50.7293. Treshold: 300. s: [0.0389]","True",,,,,"Noise:36.0541. Treshold: 100. s: [0.0204]","True",,,,,"Noise:0.005. Treshold: 100. s: 0.05",4.6,6.41,,5.91,,,,4.66,,,9.99,,,,,4.1,,9.96,,4.66,9.32,5.97,9.99,,,,"0 days 00:02:35.623618",0.05294,0.11613,,,,,,,,,"0 days 00:07:33.050878",0.03187,,0.0015,0.06918,,,,7.83127,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00301,0.00039,0.00065,0.0005,0.00225,0.00195,0.15,0.759
"Methavert_20211013_1",4.71626108336452,,9.07206888800951,8.10840113676554,11.7561418686434,0.689716169417173,13.8175997847702,78.6043513894086,,181.44137776019,7.6675,2.59047904,"SNAC111912","07/10/21",1.62,"True",,,,,"Noise:15.0002. Treshold: 300. s: [0.0099]","True",,,,,"Noise:25.0. Treshold: 100. s: [0.0099]","True",,,,,"Noise:0.0046. Treshold: 100. s: 0.05",,6.28,,,,,,4.64,,,10.06,,4.42,,,,,9.85,,4.64,9.44,6.1,10.06,,,,"0 days 00:02:55.202666",0.03115,0.112,,,,,,,,,"0 days 00:09:30.494984",0.03933,,0.00327,0.0807,,,,5.67662,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.0037,0.0016,0.00137,0.00152,0.00104,0.0016,0.152,0.828
"Methavert_20211013_2",3.98150901281661,,8.66858961899471,8.66016513727083,12.4091796155892,0.697883776812399,14.6109165148953,66.3584835469436,,173.371792379894,7.9396,2.43463424,"SNAC111912","07/10/21",1.77,"True",,,,,"Noise:42.4941. Treshold: 300. s: [0.0536]","True",,,,,"Noise:30.0. Treshold: 100. s: [0.0099]","True",,,,,"Noise:0.0047. Treshold: 100. s: 0.05",,6.25,,,,,,4.74,,,9.95,,4.49,,,10.79,,9.82,,4.74,9.32,5.98,9.95,,,,"0 days 00:02:40.990368",0.02401,0.09795,,,,,,,,,"0 days 00:08:56.430862",0.03032,,7E-05,0.07284,,,,12.84144,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00414,0.00116,0.00161,0.00134,0.00108,0.00143,0.155,0.71
